CIK,DATE
0001135185,9/5/1997
0001135185,4/25/2000
0001136869,7/31/2001
0001136869,8/20/2003
0001136869,5/24/2004
0001136869,5/24/2004
0001136869,3/31/2005
0001137019,11/1/2001
0001137411,5/29/2002
0001137411,5/28/2003
0001137411,5/26/2004
0001138234,3/19/2002
0001138234,3/18/2003
0001140859,8/29/2001
0001140859,10/3/2005
0001140859,11/14/2006
0001141185,2/26/1999
0001141185,5/18/2005
0001141982,11/3/2004
0001142417,4/1/2005
0001144215,4/8/2002
0001144215,4/4/2003
0001144215,4/2/2004
0001144980,3/23/2005
0001157806,12/4/2002
0001157972,11/26/2003
0001157972,5/5/2005
0001159297,9/19/1997
0001159297,11/16/2000
0001159297,12/19/2002
0001159297,12/18/2003
0001159297,12/1/2004
0001159297,12/1/2005
0001163302,11/30/2001
0001163302,5/20/2003
0001163302,12/15/2005
0001163739,9/5/1997
0001164727,7/30/2004
0001164727,7/28/2005
0001166126,5/31/2002
0001166126,4/7/2005
0001166691,10/7/2005
0001168335,6/17/2003
0001170650,8/12/2003
0001170650,8/18/2005
0001195454,9/1/2000
0001219601,2/4/1997
0001219601,3/2/2001
0001219601,2/4/2002
0001219601,2/26/2003
0001225525,2/5/2003
0001225525,10/31/2005
0001225525,12/29/2006
0001237941,6/30/1997
0001237941,2/3/1999
0001237941,12/17/2001
0001237941,6/3/2003
0001238631,4/23/2004
0001255474,6/3/2004
0001255474,9/23/2004
0001255474,8/31/2005
0001259045,5/15/2001
0001259045,1/30/2004
0001259045,2/8/2005
0001260221,6/23/2006
0001268671,3/1/2004
0001268671,5/4/2005
0001268984,8/12/2005
0001271193,3/4/2003
0001271193,4/14/2006
0001274057,4/30/2004
0001274057,12/16/2005
0001275283,11/17/2000
0001275283,5/10/2002
0001275283,7/30/2004
0001275283,5/31/2006
0001281949,4/4/2004
0001281949,7/25/2005
0001282637,11/14/1997
0001282637,4/10/2001
0001282637,4/30/2003
0001282637,6/18/2004
0001282637,12/20/2006
0001284529,11/24/2004
0001289945,3/19/1997
0001289945,6/29/1998
0001289945,3/23/2000
0001296435,11/30/2004
0001296435,10/3/2006
0001297720,5/31/2005
0001300514,2/22/2005
0001300514,5/26/2006
0001301611,5/11/1999
0001301611,6/19/2001
0001310067,5/6/1997
0001310067,12/6/1999
0001310067,1/22/2002
0001333141,2/21/2003
0001333141,12/10/2004
0001333274,2/11/2005
0001333274,2/11/2005
0001333274,2/6/2006
0001341439,12/24/2003
0001341439,12/28/2004
0001341439,3/18/2005
0001341439,1/5/2006
0001341439,3/15/2006
0001350031,5/10/2006
0001368457,9/11/1997
0001368457,9/10/2002
0001368457,8/31/2004
0001370946,6/26/1997
0001370946,12/8/2000
0001370946,10/31/2006
0001389050,3/13/2000
0001389050,12/3/2001
0001389050,12/3/2003
0001389050,11/21/2005
0001397867,7/24/1997
0001397867,6/18/2001
0001400891,6/15/2000
0001400891,8/30/2000
0001400891,7/13/2004
0001408075,8/8/2003
0001416436,1/19/2001
0001416436,1/23/2003
0001416436,7/26/2005
0001419581,6/16/1997
0001419581,12/18/1997
0001419581,2/24/1999
0001419581,10/1/2001
0001419581,8/7/2003
0001419581,12/9/2004
0001427553,8/14/1997
0001427553,12/17/1999
0001427553,12/21/2001
0001451505,12/29/2000
0001451505,3/5/2001
0001451505,12/27/2001
0001451505,12/26/2002
0001451505,12/16/2003
0001451505,7/8/2005
0001451505,5/12/2006
0001458891,5/30/2001
0001458891,11/24/2004
0001465112,11/24/1999
0001465112,11/24/1999
0001465112,4/13/2005
0001481582,1/4/2005
0001481582,12/22/2005
0001487730,8/9/1999
0001487730,10/1/2002
0001492633,8/9/2006
0001521332,1/4/1999
0001521332,6/22/2001
0001521332,6/21/2002
0001521332,6/20/2003
0001521332,6/18/2004
0001521332,5/26/2005
0001521332,11/21/2005
0001532063,4/1/1999
0001532063,2/13/2004
0001532063,10/14/2005
0001550910,11/29/2005
0001556739,9/1/2004
0001556739,12/13/2005
0001556739,4/24/2006
0001560968,7/31/2003
0001560968,12/20/2006
0001574815,11/30/1999
0001574815,8/13/2003
0001574815,5/20/2004
0001574815,3/18/2005
0001574815,6/30/2005
0001578845,2/3/1999
0001578845,7/5/2000
0001578845,5/30/2003
0001578845,2/10/2005
0001578845,9/8/2005
0001578845,11/3/2006
0001585689,10/6/2000
0001585689,11/28/2000
0001585689,11/27/2001
0001585689,11/26/2002
0001593936,8/28/1998
0001593936,5/1/2001
0001593936,10/6/2004
0001603923,4/26/2001
0001603923,5/14/2003
0001603923,1/14/2005
0001603923,8/25/2005
0001603923,5/2/2006
0001608109,6/27/1997
0001608109,2/12/1999
0001608109,2/11/2000
0001608109,1/31/2003
0001608109,12/22/2003
0001608109,12/16/2004
0001613103,1/24/2002
0001613103,1/23/2003
0001613103,1/22/2004
0001613103,1/20/2005
0001636023,12/7/2004
0001636023,6/6/2005
0001645494,5/21/1998
0001645494,8/3/2001
0001645676,4/4/2003
0001645676,5/14/2004
0001645676,5/16/2005
0001656239,10/14/1998
0001656239,5/12/2003
0001656239,12/17/2003
0001656239,8/27/2004
0001656239,12/14/2005
0001656239,3/16/2006
0001661290,3/28/2003
0001661290,12/27/2005
0001661290,9/22/2006
0001674862,4/2/2004
0001674862,3/21/2005
0001688568,8/20/1999
0001688568,8/18/2000
0001688568,8/16/2001
0001688568,8/16/2002
0001688568,8/15/2003
0001688568,8/13/2004
0001688568,8/23/2006
0001699150,5/13/2005
0001699150,8/16/2006
0001702780,3/22/2002
0001702780,3/22/2002
0001702780,3/14/2003
0001702780,3/14/2003
0001702780,8/20/2004
0001702780,7/5/2006
